9.886 -1.0088635e-05 -1.5387535e-07 -1.5580775e-06 1.4042021e-06 -1.4042021e-06 -1.5580775e-06
9.8911191 -1.0077092e-05 -1.535618e-07 -1.5558365e-06 1.4022747e-06 -1.4022747e-06 -1.5558365e-06
9.8962382 -1.0065567e-05 -1.5324882e-07 -1.5535994e-06 1.4003506e-06 -1.4003506e-06 -1.5535994e-06
9.9013574 -1.0054061e-05 -1.5293641e-07 -1.551366e-06 1.3984296e-06 -1.3984296e-06 -1.551366e-06
9.9064765 -1.0042574e-05 -1.5262456e-07 -1.5491365e-06 1.3965119e-06 -1.3965119e-06 -1.5491365e-06
9.9115956 -1.0031105e-05 -1.5231327e-07 -1.5469107e-06 1.3945974e-06 -1.3945974e-06 -1.5469107e-06
9.9167147 -1.0019654e-05 -1.5200254e-07 -1.5446887e-06 1.3926861e-06 -1.3926861e-06 -1.5446887e-06
9.9218338 -1.0008221e-05 -1.5169237e-07 -1.5424704e-06 1.390778e-06 -1.390778e-06 -1.5424704e-06
9.926953 -9.9968068e-06 -1.5138277e-07 -1.5402559e-06 1.3888731e-06 -1.3888731e-06 -1.5402559e-06
9.9320721 -9.9854106e-06 -1.5107371e-07 -1.5380451e-06 1.3869714e-06 -1.3869714e-06 -1.5380451e-06
9.9371912 -9.9739901e-06 -1.5076619e-07 -1.5358173e-06 1.3850511e-06 -1.3850511e-06 -1.5358173e-06
9.9423103 -9.9624473e-06 -1.5046239e-07 -1.5335246e-06 1.3830622e-06 -1.3830622e-06 -1.5335246e-06
9.9474294 -9.9509231e-06 -1.5015914e-07 -1.5312359e-06 1.3810767e-06 -1.3810767e-06 -1.5312359e-06
9.9525485 -9.9394173e-06 -1.4985643e-07 -1.528951e-06 1.3790946e-06 -1.3790946e-06 -1.528951e-06
9.9576677 -9.9279299e-06 -1.4955427e-07 -1.52667e-06 1.3771157e-06 -1.3771157e-06 -1.52667e-06
9.9627868 -9.9164608e-06 -1.4925265e-07 -1.5243929e-06 1.3751403e-06 -1.3751403e-06 -1.5243929e-06
9.9679059 -9.90501e-06 -1.4895157e-07 -1.5221197e-06 1.3731681e-06 -1.3731681e-06 -1.5221197e-06
9.973025 -9.8935776e-06 -1.4865103e-07 -1.5198503e-06 1.3711993e-06 -1.3711993e-06 -1.5198503e-06
9.9781441 -9.8821633e-06 -1.4835103e-07 -1.5175848e-06 1.3692338e-06 -1.3692338e-06 -1.5175848e-06
9.9832633 -9.8707673e-06 -1.4805156e-07 -1.5153232e-06 1.3672716e-06 -1.3672716e-06 -1.5153232e-06
9.9883824 -9.8593894e-06 -1.4775263e-07 -1.5130653e-06 1.3653127e-06 -1.3653127e-06 -1.5130653e-06
9.9935015 -9.8480297e-06 -1.4745423e-07 -1.5108113e-06 1.3633571e-06 -1.3633571e-06 -1.5108113e-06
9.9986206 -9.8366881e-06 -1.4715637e-07 -1.5085612e-06 1.3614048e-06 -1.3614048e-06 -1.5085612e-06
10.00374 -9.8253645e-06 -1.4685904e-07 -1.5063148e-06 1.3594558e-06 -1.3594558e-06 -1.5063148e-06
10.008859 -9.8140589e-06 -1.4656224e-07 -1.5040723e-06 1.35751e-06 -1.35751e-06 -1.5040723e-06
10.013978 -9.8027713e-06 -1.4626597e-07 -1.5018335e-06 1.3555675e-06 -1.3555675e-06 -1.5018335e-06
10.019097 -9.7915016e-06 -1.4597023e-07 -1.4995985e-06 1.3536283e-06 -1.3536283e-06 -1.4995985e-06
10.024216 -9.7802499e-06 -1.4567502e-07 -1.4973673e-06 1.3516923e-06 -1.3516923e-06 -1.4973673e-06
10.029335 -9.769016e-06 -1.4538034e-07 -1.4951399e-06 1.3497596e-06 -1.3497596e-06 -1.4951399e-06
10.034454 -9.7577999e-06 -1.4508618e-07 -1.4929163e-06 1.3478301e-06 -1.3478301e-06 -1.4929163e-06
10.039574 -9.7467349e-06 -1.4479347e-07 -1.4907635e-06 1.34597e-06 -1.34597e-06 -1.4907635e-06
10.044693 -9.735745e-06 -1.4450169e-07 -1.4886433e-06 1.3441416e-06 -1.3441416e-06 -1.4886433e-06
10.049812 -9.7247724e-06 -1.4421043e-07 -1.4865267e-06 1.3423163e-06 -1.3423163e-06 -1.4865267e-06
10.054931 -9.7138171e-06 -1.4391969e-07 -1.4844136e-06 1.3404939e-06 -1.3404939e-06 -1.4844136e-06
10.06005 -9.7028791e-06 -1.4362947e-07 -1.4823041e-06 1.3386746e-06 -1.3386746e-06 -1.4823041e-06
10.065169 -9.6919582e-06 -1.4333976e-07 -1.480198e-06 1.3368583e-06 -1.3368583e-06 -1.480198e-06
10.070288 -9.6810546e-06 -1.4305057e-07 -1.4780955e-06 1.3350449e-06 -1.3350449e-06 -1.4780955e-06
10.075407 -9.6701681e-06 -1.4276188e-07 -1.4759965e-06 1.3332346e-06 -1.3332346e-06 -1.4759965e-06
10.080527 -9.6592988e-06 -1.4247372e-07 -1.473901e-06 1.3314273e-06 -1.3314273e-06 -1.473901e-06
10.085646 -9.6484465e-06 -1.4218606e-07 -1.4718089e-06 1.3296229e-06 -1.3296229e-06 -1.4718089e-06
10.090765 -9.6383062e-06 -1.4190378e-07 -1.4700703e-06 1.3281665e-06 -1.3281665e-06 -1.4700703e-06
10.095884 -9.6282331e-06 -1.4162236e-07 -1.4683604e-06 1.3267381e-06 -1.3267381e-06 -1.4683604e-06
